subdistrict_name,state_name,fiber_length_km
Ziradei,BIHAR,115.1162
Mairwa,BIHAR,49.4657
Guthani,BIHAR,37.1836
Darauli,BIHAR,102.9114
Andar,BIHAR,87.0454
Raghunathpur,BIHAR,180.941
Hasanpura,BIHAR,168.588
Daraundha,BIHAR,157.598
Siswan,BIHAR,64.2576
Mashrakh,BIHAR,80.3078
Panapur,BIHAR,56.3531
Taraiya,BIHAR,42.8628
Ishupur,BIHAR,53.9198
Baniapur,BIHAR,153.0708
Lahladpur,BIHAR,38.8031
Ekma,BIHAR,127.2997
Manjhi,BIHAR,106.0552
Jalalpur,BIHAR,100.3962
Revelganj,BIHAR,52.8085
Chapra,BIHAR,240.9338
Nagra,BIHAR,117.869
Marhaura,BIHAR,167.349
Amnour,BIHAR,152.9277
Maker,BIHAR,27.9041
Parsa,BIHAR,77.6037
Dariapur,BIHAR,153.7406
Garkha,BIHAR,343.3962
Dighwara,BIHAR,49.9205
Sonepur,BIHAR,96.3739
Vaishali,BIHAR,149.8495
Paterhi Belsar,BIHAR,119.7746
Lalganj,BIHAR,345.422
Bhagwanpur,BIHAR,133.3123
Goraul,BIHAR,71.8126
Chehra Kalan,BIHAR,58.0663
Patepur,BIHAR,167.8221
Mahua,BIHAR,135.9008
Jandaha,BIHAR,188.1236
Raja Pakar,BIHAR,168.1528
Hajipur,BIHAR,259.781
Raghopur,BIHAR,178.5627
Bidupur,BIHAR,197.0703
Desri,BIHAR,89.0312
Sahdai Buzurg,BIHAR,165.0581
Mahnar,BIHAR,87.7193
Kalyanpur,BIHAR,165.609
Warisnagar,BIHAR,177.8291
Shivaji Nagar,BIHAR,105.9193
Khanpur,BIHAR,147.2111
Samastipur,BIHAR,288.326
Pusa,BIHAR,42.5976
Tajpur,BIHAR,43.3863
Morwa,BIHAR,37.2383
Patori,BIHAR,66.7237
Mohanpur,BIHAR,36.6969
Mohiuddinagar,BIHAR,72.7248
Sarairanjan,BIHAR,145.1031
Vidyapati Nagar,BIHAR,55.4406
Dalsinghsarai,BIHAR,72.7298
Ujiarpur,BIHAR,134.2979
Bibhutpur,BIHAR,114.9006
Rosera,BIHAR,64.8197
Singhia,BIHAR,118.6287
Hasanpur,BIHAR,166.9102
Bithan,BIHAR,45.7766
Khudabandpur,BIHAR,19.2027
Chhorahi,BIHAR,36.5627
Garhpura,BIHAR,33.5043
Cheria Bariarpur,BIHAR,77.2199
Bhagwanpur,BIHAR,86.1436
Mansurchak,BIHAR,17.6649
Bachhwara,BIHAR,37.7614
Teghra,BIHAR,40.3004
Barauni,BIHAR,109.5422
Birpur,BIHAR,47.8205
Begusarai,BIHAR,372.6313
Naokothi,BIHAR,84.9116
Bakhri,BIHAR,36.3916
Dandari,BIHAR,44.3706
Sahebpur Kamal,BIHAR,45.9977
Balia,BIHAR,27.0224
Matihani,BIHAR,75.393
Shamho Akha Kurha,BIHAR,7.0066
Alauli,BIHAR,15.7854
Khagaria,BIHAR,135.0112
Mansi,BIHAR,29.1769
Chautham,BIHAR,56.297
Beldaur,BIHAR,42.0574
Gogri,BIHAR,79.8957
Parbatta,BIHAR,98.8445
Narayanpur,BIHAR,27.019
Bihpur,BIHAR,39.7688
Kharik,BIHAR,48.4712
Naugachhia,BIHAR,57.7233
Rangra Chowk,BIHAR,46.6474
Gopalpur,BIHAR,91.4105
Pirpainti,BIHAR,59.0989
Colgong,BIHAR,90.3387
Ismailpur,BIHAR,61.4312
Sabour,BIHAR,186.5838
Nathnagar,BIHAR,120.546
Sultanganj,BIHAR,128.9865
Shahkund,BIHAR,80.506
Goradih,BIHAR,135.0104
Jagdishpur,BIHAR,226.4473
Sonhaula,BIHAR,65.6935
Shambhuganj,BIHAR,11.5991
Amarpur,BIHAR,59.9865
Rajaun,BIHAR,21.5204
Dhuraiya,BIHAR,14.0549
Barahat,BIHAR,0.0
Banka,BIHAR,58.8578
Phulidumar,BIHAR,58.544
Belhar,BIHAR,0.0
Chanan,BIHAR,0.0
Katoria,BIHAR,27.0956
Bausi,BIHAR,0.0
Munger,BIHAR,111.5288
Bariarpur,BIHAR,86.6509
Jamalpur,BIHAR,106.0707
Dharhara,BIHAR,57.5547
Kharagpur,BIHAR,151.7091
Asarganj,BIHAR,31.5258
Tarapur,BIHAR,57.4243
Tetiha Bambor,BIHAR,44.6765
Sangrampur,BIHAR,40.1873
Barahiya,BIHAR,45.3659
Pipariya,BIHAR,12.9394
Surajgarha,BIHAR,100.5848
Lakhisarai,BIHAR,119.0798
Chanan*,BIHAR,64.242
Ramgarh Chowk,BIHAR,40.3413
Halsi,BIHAR,33.2871
Barbigha,BIHAR,39.0938
Shekhopur Sarai,BIHAR,15.951
Sheikhpura,BIHAR,91.1564
Ghat Kusumbha,BIHAR,29.5638
Chewara,BIHAR,25.7999
Ariari,BIHAR,38.6094
Karai Parsurai,BIHAR,3.0333
Nagar Nausa,BIHAR,0.0
Harnaut,BIHAR,0.3292
Chandi,BIHAR,8.1237
Rahui,BIHAR,0.0
Bind,BIHAR,0.0
Sarmera,BIHAR,0.0
Asthawan,BIHAR,2.3833
Bihar,BIHAR,5.0383
Noorsarai,BIHAR,7.9084
Tharthari,BIHAR,6.6262
Parbalpur,BIHAR,26.5208
Hilsa,BIHAR,0.0
Ekangarsarai,BIHAR,2.9065
Islampur,BIHAR,19.3783
Ben,BIHAR,33.0071
Rajgir,BIHAR,25.4118
Silao,BIHAR,2.51
Giriak,BIHAR,0.0
Katrisarai,BIHAR,0.0
Maner,BIHAR,0.0
Dinapur-Cum-Khagaul,BIHAR,0.0
Patna Rural,BIHAR,30.9255
Sampatchak,BIHAR,1.7921
Phulwari,BIHAR,6.4317
Bihta,BIHAR,0.0
Naubatpur,BIHAR,0.0
Bikram,BIHAR,0.0
Dulhin Bazar,BIHAR,0.0
Paliganj,BIHAR,20.9685
Masaurhi,BIHAR,0.0
Dhanarua,BIHAR,31.2662
Punpun,BIHAR,7.4884
Fatwah,BIHAR,73.4954
Daniawan,BIHAR,1.5975
Khusrupur,BIHAR,1.7254
Bakhtiarpur,BIHAR,0.0
Athmalgola,BIHAR,0.0
Belchhi,BIHAR,0.0
Barh,BIHAR,0.0
Pandarak,BIHAR,0.0
Ghoswari,BIHAR,0.0
Mokameh,BIHAR,0.0
Shahpur,BIHAR,83.2822
Arrah,BIHAR,179.8328
Barhara,BIHAR,83.9566
Koilwar,BIHAR,104.3402
Sandesh,BIHAR,43.2343
Udwant Nagar,BIHAR,231.0152
Behea,BIHAR,78.0711
Jagdishpur,BIHAR,228.3709
Piro,BIHAR,116.284
Charpokhari,BIHAR,78.1625
Garhani,BIHAR,143.8164
Agiaon,BIHAR,142.4486
Tarari,BIHAR,105.4361
Sahar,BIHAR,85.7825
Simri,BIHAR,88.5523
Chakki,BIHAR,6.2264
Barhampur,BIHAR,50.3857
Chaugain,BIHAR,26.2996
Kesath,BIHAR,12.7565
Dumraon,BIHAR,161.4908
Buxar,BIHAR,222.5714
Chausa,BIHAR,64.9674
Rajpur,BIHAR,75.9747
Itarhi,BIHAR,125.0519
Nawanagar,BIHAR,56.3443
Ramgarh,BIHAR,43.841
Nuaon,BIHAR,40.5501
Kudra,BIHAR,13.6364
Mohania,BIHAR,95.5925
Durgawati,BIHAR,17.9547
Chand,BIHAR,3.2339
Chainpur,BIHAR,13.9676
Bhabua,BIHAR,218.915
Rampur,BIHAR,6.1484
Bhagwanpur,BIHAR,26.4287
Adhaura,BIHAR,0.0
Kochas,BIHAR,10.6316
Dinara,BIHAR,25.957
Dawath,BIHAR,3.7735
Suryapura,BIHAR,6.9233
Bikramganj,BIHAR,19.9782
Karakat,BIHAR,19.2138
Nasriganj,BIHAR,6.1882
Rajpur,BIHAR,49.1813
Sanjhauli,BIHAR,36.6982
Nokha,BIHAR,71.4382
Kargahar,BIHAR,55.6568
Chenari,BIHAR,54.8018
Nauhatta,BIHAR,15.8619
Sheosagar,BIHAR,99.9813
Sasaram,BIHAR,145.8706
Akorhi Gola,BIHAR,64.7079
Dehri,BIHAR,71.3731
Tilouthu,BIHAR,79.1797
Rohtas,BIHAR,128.7961
Daudnagar,BIHAR,77.6609
Haspura,BIHAR,22.6186
Goh,BIHAR,14.4647
Rafiganj,BIHAR,34.731
Obra,BIHAR,24.9773
Aurangabad,BIHAR,66.0533
Barun,BIHAR,6.2501
Nabinagar,BIHAR,14.0148
Kutumba,BIHAR,42.2504
Deo,BIHAR,23.9036
Madanpur,BIHAR,39.9174
Konch,BIHAR,8.5967
Tikari,BIHAR,126.6165
Belaganj,BIHAR,194.4298
Khizirsarai,BIHAR,189.4313
Neem Chak Bathani,BIHAR,66.5898
Muhra,BIHAR,44.471
Atri,BIHAR,49.0226
Manpur,BIHAR,167.6564
Gaya Town C.D.Block,BIHAR,530.0562
Paraiya,BIHAR,194.2686
Guraru,BIHAR,108.2204
Gurua,BIHAR,122.126
Amas,BIHAR,55.129
Banke Bazar,BIHAR,61.1458
Imamganj,BIHAR,18.7007
Dumaria,BIHAR,54.6406
Sherghati,BIHAR,67.5548
Dobhi,BIHAR,23.7695
Bodh Gaya,BIHAR,306.7137
Tan Kuppa,BIHAR,74.0064
Wazirganj,BIHAR,12.6218
Fatehpur,BIHAR,64.9104
Mohanpur,BIHAR,133.5767
Barachatti,BIHAR,56.4816
Nardiganj,BIHAR,0.0
Nawada,BIHAR,2.4731
Warisaliganj,BIHAR,0.0
Kashi Chak,BIHAR,0.2747
Pakribarawan,BIHAR,0.0
Kawakol,BIHAR,0.0
Roh,BIHAR,0.0
Gobindpur,BIHAR,0.0
Akbarpur,BIHAR,44.0757
Hisua,BIHAR,0.0
Narhat,BIHAR,0.0
Meskaur,BIHAR,0.0
Sirdala,BIHAR,1.376
Rajauli,BIHAR,5.6462
Islamnagar Aliganj,BIHAR,0.0
Sikandra,BIHAR,0.0
Jamui,BIHAR,4.1416
Barhat,BIHAR,13.1995
Lakshmipur,BIHAR,0.0
Jhajha,BIHAR,0.0894
Gidhaur,BIHAR,31.5981
Khaira,BIHAR,8.0292
Sono,BIHAR,0.0
Chakai,BIHAR,2.8943
Ratni Faridpur,BIHAR,49.4069
Jehanabad,BIHAR,131.9068
Kako,BIHAR,108.8018
Modanganj,BIHAR,30.7459
Ghoshi,BIHAR,43.5706
Makhdumpur,BIHAR,139.9144
Hulasganj,BIHAR,28.963
Arwal,BIHAR,98.324
Kaler,BIHAR,53.286
Karpi,BIHAR,137.5775
Sonbhadra Banshi Suryapur,BIHAR,28.4583
Kurtha,BIHAR,56.3204
Piprasi,BIHAR,39.952
Chandigarh,CHANDIGARH,57.6227
Bharatpur,CHATTISGARH,325.6146
Baikunthpur,CHATTISGARH,326.0568
Sonhat,CHATTISGARH,216.3306
Manendragarh,CHATTISGARH,265.7798
Khadganva,CHATTISGARH,222.9411
Ambikapur,CHATTISGARH,365.7035
Lakhanpur,CHATTISGARH,355.4803
Udaypur,CHATTISGARH,222.9821
Lundra,CHATTISGARH,206.9487
Sitapur,CHATTISGARH,145.6091
Batouli,CHATTISGARH,177.7164
Mainpat,CHATTISGARH,221.7236
Bagicha,CHATTISGARH,437.5148
Kansabel,CHATTISGARH,203.4869
Jashpur,CHATTISGARH,294.1659
Manora,CHATTISGARH,233.9075
Kunkuri,CHATTISGARH,227.0236
Duldula,CHATTISGARH,154.5729
Farsabahar,CHATTISGARH,323.9044
Pathalgaon,CHATTISGARH,354.6138
Udaipur (Dharamjaigarh),CHATTISGARH,456.9336
Lailunga,CHATTISGARH,327.6189
Gharghoda,CHATTISGARH,244.4805
Tamnar,CHATTISGARH,231.2442
Raigarh,CHATTISGARH,556.1546
Pusour,CHATTISGARH,311.1457
Kharsia,CHATTISGARH,301.8962
Sarangarh,CHATTISGARH,563.4359
Baramkela,CHATTISGARH,329.2966
Katghora,CHATTISGARH,329.1952
Poundi-Uproda,CHATTISGARH,543.8389
Pali,CHATTISGARH,411.7473
Korba,CHATTISGARH,401.8389
Kartala,CHATTISGARH,400.7197
Janjgir,CHATTISGARH,430.9299
Akaltara,CHATTISGARH,371.8462
Baloda,CHATTISGARH,255.2806
Nawagarh,CHATTISGARH,329.5666
Champa,CHATTISGARH,355.388
Sakti,CHATTISGARH,233.003
Pamgarh,CHATTISGARH,384.4276
Dabhra,CHATTISGARH,399.859
Malkharoda,CHATTISGARH,319.6519
Jaijaipur,CHATTISGARH,272.375
Pendra Road Gorella,CHATTISGARH,193.6974
Marwahi,CHATTISGARH,196.044
Pendra,CHATTISGARH,106.1421
Kota,CHATTISGARH,397.3375
Takhatpur,CHATTISGARH,526.0723
Bilaspur,CHATTISGARH,475.1774
Masturi,CHATTISGARH,471.621
Bilha,CHATTISGARH,262.6595
Kawardha,CHATTISGARH,268.1372
Bodla,CHATTISGARH,364.736
Sahaspur Lohara,CHATTISGARH,113.022
Pandariya,CHATTISGARH,106.55
Chhuikhadan,CHATTISGARH,460.9782
Khairagarh,CHATTISGARH,659.7827
Dongargarh,CHATTISGARH,472.8323
Rajnandgaon,CHATTISGARH,733.3366
Chhuriya,CHATTISGARH,502.2157
Dongargaon,CHATTISGARH,427.6518
Mohla,CHATTISGARH,282.7331
Manpur,CHATTISGARH,332.1409
Ambagarh,CHATTISGARH,231.1647
Dhamdha,CHATTISGARH,21.1215
Durg,CHATTISGARH,60.8377
Patan,CHATTISGARH,86.9087
Arang,CHATTISGARH,541.4809
Abhanpur,CHATTISGARH,415.1472
Raipur,CHATTISGARH,646.5079
Tilda,CHATTISGARH,315.6486
Basna,CHATTISGARH,347.6098
Saraipali,CHATTISGARH,399.9009
Mahasamund,CHATTISGARH,604.6021
Pithora,CHATTISGARH,471.7074
Bagbahra,CHATTISGARH,431.0002
Kurud,CHATTISGARH,328.6966
Magarlod,CHATTISGARH,262.9038
Dhamtari,CHATTISGARH,412.2406
Nagri,CHATTISGARH,550.4798
Charama,CHATTISGARH,68.0262
Bhanupratappur,CHATTISGARH,105.6331
Durgkondal,CHATTISGARH,23.6319
Kanker,CHATTISGARH,309.603
Narharpur,CHATTISGARH,165.6503
Antagarh,CHATTISGARH,163.8479
Pakhanjur,CHATTISGARH,113.6051
Jagdalpur,CHATTISGARH,311.9037
Lohandiguda,CHATTISGARH,204.2599
Bastanar,CHATTISGARH,150.4311
Bastar,CHATTISGARH,395.0168
Bakavand,CHATTISGARH,295.6406
Tokapal,CHATTISGARH,116.766
Darbha,CHATTISGARH,172.9896
Narayanpur,CHATTISGARH,254.8084
Orchha,CHATTISGARH,221.9832
Dantewada,CHATTISGARH,44.5574
Gidam,CHATTISGARH,88.9357
Katekalyan,CHATTISGARH,12.607
Kuakonda,CHATTISGARH,17.9374
Bhopalpattnam,CHATTISGARH,173.3283
Usur,CHATTISGARH,277.0249
Bijapur,CHATTISGARH,237.36
Bhairamgarh,CHATTISGARH,239.4356
Pratappur,CHATTISGARH,15.655
Surajpur,CHATTISGARH,44.9241
Oudgi,CHATTISGARH,36.2877
Bhaiyathan,CHATTISGARH,28.3789
Ramanujnagar,CHATTISGARH,46.4482
Premnagar,CHATTISGARH,0.0
Ramanujganj,CHATTISGARH,31.5045
Balrampur,CHATTISGARH,0.0
Wadrafnagar,CHATTISGARH,8.0134
Samri(kusmi),CHATTISGARH,21.0467
Shankargarh,CHATTISGARH,4.6111
Rajpur,CHATTISGARH,11.8409
Lormi,CHATTISGARH,30.7025
Mungeli,CHATTISGARH,78.1948
Pathariya,CHATTISGARH,67.8062
Nawagarh,CHATTISGARH,156.6882
Bemetara,CHATTISGARH,35.0342
Saja,CHATTISGARH,10.4057
Thanakhamria,CHATTISGARH,29.1974
Berla,CHATTISGARH,15.8351
Gunderdehi,CHATTISGARH,12.9837
Dondi Luhara,CHATTISGARH,121.1066
Balod,CHATTISGARH,10.2241
Dondi,CHATTISGARH,62.6616
Gurur,CHATTISGARH,22.207
Rajim,CHATTISGARH,35.935
Bindranavagarh(Gariyaband),CHATTISGARH,30.0952
Chhura,CHATTISGARH,47.6153
Mainpur,CHATTISGARH,31.1843
Deobhog,CHATTISGARH,0.0
Simga,CHATTISGARH,15.1255
Bhatapara,CHATTISGARH,35.5661
Baloda Bazar,CHATTISGARH,16.5749
Palari,CHATTISGARH,25.7977
Kasdol,CHATTISGARH,144.2305
Bilaigarh,CHATTISGARH,86.5422
Keskal,CHATTISGARH,62.3762
Bade Rajpur,CHATTISGARH,65.0795
Kondagaon,CHATTISGARH,96.4315
Makdi,CHATTISGARH,20.1958
Farasgaon,CHATTISGARH,41.1107
Konta,CHATTISGARH,0.0
Chhindgarh,CHATTISGARH,19.5574
Sukma,CHATTISGARH,0.0
Dadra & Nagar Haveli,DADAR & NAGAR HAVELI,7.413
Diu,DAMAN & DIU,0.0
Daman,DAMAN & DIU,7.8913
Narela,DELHI,19.6509
Saraswati Vihar,DELHI,2.9502
Model Town,DELHI,4.6802
Civil Lines,DELHI,4.5565
Sadar Bazar,DELHI,1.2211
Kotwali,DELHI,6.8266
Preet Vihar,DELHI,14.2557
Connaught Place,DELHI,0.0
Chanakya Puri,DELHI,0.0
Parliament Street,DELHI,0.0
Darya Ganj,DELHI,4.3498
Pahar Ganj,DELHI,3.9917
Karol Bagh,DELHI,2.1775
Patel Nagar,DELHI,5.8309
Rajouri Garden,DELHI,0.0
Punjabi Bagh,DELHI,15.8531
Najafgarh,DELHI,3.4548
Delhi Cantonment,DELHI,1.7916
Vasant Vihar,DELHI,0.0
Hauz Khas,DELHI,16.1485
Seelam Pur,DELHI,4.7906
Shahdara,DELHI,2.1873
Seema Puri,DELHI,16.6271
Gandhi Nagar,DELHI,8.8264
Vivek Vihar,DELHI,3.7535
Defence Colony,DELHI,5.0978
Kalkaji,DELHI,12.0254
Pernem,GOA,0.0
Bardez,GOA,0.0
Tiswadi,GOA,0.0
Bicholim,GOA,0.0
Satari,GOA,0.0
Ponda,GOA,0.0
Mormugao,GOA,0.0
Salcete,GOA,0.0
Quepem,GOA,0.0
Sanguem,GOA,0.0
Canacona,GOA,0.0
Dharbandora,GOA,0.0
 ,GUJARAT,16.9627
Lakhpat,GUJARAT,0.0
Rapar,GUJARAT,0.0
Bhachau,GUJARAT,0.0
Anjar,GUJARAT,0.0
Bhuj,GUJARAT,0.0
Nakhatrana,GUJARAT,0.0
Abdasa,GUJARAT,0.0
Mandvi,GUJARAT,13.0521
Mundra,GUJARAT,21.8868
Gandhidham,GUJARAT,0.0
Vav,GUJARAT,486.1505
Tharad,GUJARAT,415.4303
Dhanera,GUJARAT,217.6018
Dantiwada,GUJARAT,305.0912
Amirgadh,GUJARAT,161.4667
Danta,GUJARAT,280.6656
Vadgam,GUJARAT,482.6608
Palanpur,GUJARAT,760.5852
Deesa,GUJARAT,693.6063
Deodar,GUJARAT,216.1186
Bhabhar,GUJARAT,218.2377
Kankrej,GUJARAT,207.651
Santalpur,GUJARAT,18.9145
Radhanpur,GUJARAT,35.7995
Sidhpur,GUJARAT,75.8118
Patan,GUJARAT,489.3837
Harij,GUJARAT,142.332
Sami,GUJARAT,391.0141
Chanasma,GUJARAT,221.0535
Satlasana,GUJARAT,170.5005
Kheralu,GUJARAT,179.1011
Unjha,GUJARAT,216.1017
Visnagar,GUJARAT,397.3301
Vadnagar,GUJARAT,197.9122
Vijapur,GUJARAT,278.8291
Mahesana,GUJARAT,521.9743
Becharaji,GUJARAT,162.9232
Kadi,GUJARAT,373.9187
Khedbrahma,GUJARAT,307.7466
Vijaynagar,GUJARAT,203.2486
Vadali,GUJARAT,280.1643
Idar,GUJARAT,717.2285
Himatnagar,GUJARAT,607.7249
Prantij,GUJARAT,288.6348
Talod,GUJARAT,270.6969
Kalol,GUJARAT,305.371
Mansa,GUJARAT,168.1682
Gandhinagar,GUJARAT,357.1315
Dehgam,GUJARAT,260.222
Mandal,GUJARAT,143.4651
Detroj-Rampura,GUJARAT,177.6482
Viramgam,GUJARAT,211.1375
Sanand,GUJARAT,294.1077
Ahmadabad City,GUJARAT,448.9209
Daskroi,GUJARAT,387.1576
Dholka,GUJARAT,295.9993
Bavla,GUJARAT,183.5853
Dhandhuka,GUJARAT,315.0308
Dhrangadhra,GUJARAT,393.8912
Dasada,GUJARAT,383.5922
Lakhtar,GUJARAT,286.2943
Wadhwan,GUJARAT,408.628
Muli,GUJARAT,362.2087
Chotila,GUJARAT,102.8958
Sayla,GUJARAT,375.3094
Chuda,GUJARAT,172.3032
Limbdi,GUJARAT,356.2175
Paddhari,GUJARAT,48.6678
Rajkot,GUJARAT,0.0
Lodhika,GUJARAT,0.0
Kotda Sangani,GUJARAT,0.0
Jasdan,GUJARAT,28.6476
Jamkandorna,GUJARAT,27.559
Upleta,GUJARAT,7.7939
Dhoraji,GUJARAT,23.9276
Jetpur,GUJARAT,3.1327
Jamnagar,GUJARAT,951.7644
Jodiya,GUJARAT,210.4541
Dhrol,GUJARAT,233.1667
Kalavad,GUJARAT,485.2153
Lalpur,GUJARAT,450.8748
Jamjodhpur,GUJARAT,460.4954
Porbandar,GUJARAT,343.4578
Ranavav,GUJARAT,137.6944
Kutiyana,GUJARAT,169.1167
Manavadar,GUJARAT,221.8646
Vanthali,GUJARAT,258.7393
Junagadh,GUJARAT,649.5401
Bhesan,GUJARAT,170.8413
Visavadar,GUJARAT,402.0854
Mendarda,GUJARAT,217.064
Keshod,GUJARAT,257.8127
Mangrol,GUJARAT,201.2655
Malia,GUJARAT,214.6672
Kunkavav Vadia,GUJARAT,82.0024
Babra,GUJARAT,283.9255
Lathi,GUJARAT,262.7259
Lilia,GUJARAT,116.4473
Amreli,GUJARAT,296.1143
Bagasara,GUJARAT,49.645
Dhari,GUJARAT,316.3187
Savar Kundla,GUJARAT,387.4799
Khambha,GUJARAT,87.0512
Jafrabad,GUJARAT,100.8117
Rajula,GUJARAT,192.7373
Vallabhipur,GUJARAT,297.9495
Umrala,GUJARAT,216.8482
Bhavnagar,GUJARAT,575.4358
Ghogha,GUJARAT,390.0181
Sihor,GUJARAT,461.8108
Gariadhar,GUJARAT,330.4264
Palitana,GUJARAT,452.0994
Talaja,GUJARAT,431.1219
Mahuva,GUJARAT,458.7153
Tarapur,GUJARAT,153.7461
Sojitra,GUJARAT,94.1023
Umreth,GUJARAT,191.1243
Anand,GUJARAT,381.8124
Petlad,GUJARAT,235.4532
Khambhat,GUJARAT,312.6455
Borsad,GUJARAT,265.2283
Anklav,GUJARAT,99.3883
Kapadvanj,GUJARAT,160.3751
Kathlal,GUJARAT,187.4211
Mehmedabad,GUJARAT,241.8929
Kheda,GUJARAT,244.5894
Matar,GUJARAT,247.2252
Nadiad,GUJARAT,248.03
Mahudha,GUJARAT,103.0559
Thasra,GUJARAT,95.8093
Shehera,GUJARAT,318.4567
Morwa (Hadaf),GUJARAT,223.2378
Godhra,GUJARAT,673.6889
Kalol,GUJARAT,318.9558
Ghoghamba,GUJARAT,310.5781
Halol,GUJARAT,279.3582
Jambughoda,GUJARAT,48.0438
Fatepura,GUJARAT,159.879
Jhalod,GUJARAT,104.0704
Limkheda,GUJARAT,298.0048
Dohad,GUJARAT,272.951
Garbada,GUJARAT,119.7027
Devgadbaria,GUJARAT,52.3865
Dhanpur,GUJARAT,182.6186
Savli,GUJARAT,507.797
Vadodara,GUJARAT,852.5252
Vaghodia,GUJARAT,275.2511
Dabhoi,GUJARAT,180.566
Padra,GUJARAT,258.2745
Karjan,GUJARAT,287.8706
Sinor,GUJARAT,182.3143
Tilakwada,GUJARAT,24.6518
Nandod,GUJARAT,371.4665
Dediapada,GUJARAT,226.2191
Sagbara,GUJARAT,48.5889
Jambusar,GUJARAT,294.5261
Amod,GUJARAT,245.2722
Vagra,GUJARAT,247.4851
Bharuch,GUJARAT,455.2576
Jhagadia,GUJARAT,385.559
Anklesvar,GUJARAT,225.2717
Hansot,GUJARAT,46.8377
Valia,GUJARAT,210.6415
The Dangs,GUJARAT,352.5728
Navsari,GUJARAT,223.6717
Jalalpore,GUJARAT,190.0255
Gandevi,GUJARAT,204.4025
Chikhli,GUJARAT,321.6468
Bansda,GUJARAT,262.0605
Valsad,GUJARAT,76.5892
Dharampur,GUJARAT,32.5668
Pardi,GUJARAT,38.2377
Kaprada,GUJARAT,270.3879
Umbergaon,GUJARAT,122.884
Olpad,GUJARAT,277.589
Mangrol,GUJARAT,288.5232
Umarpada,GUJARAT,93.0717
Mandvi,GUJARAT,275.5634
Kamrej,GUJARAT,275.9686
Surat City,GUJARAT,335.8132
Chorasi,GUJARAT,342.9428
Palsana,GUJARAT,155.2709
Bardoli,GUJARAT,241.5813
Mahuva,GUJARAT,184.8477
Nizar,GUJARAT,132.4945
Uchchhal,GUJARAT,131.4118
Songadh,GUJARAT,298.1982
Vyara,GUJARAT,306.3449
Valod,GUJARAT,87.4317
Bhiloda,GUJARAT,258.6407
Meghraj,GUJARAT,148.4195
Modasa,GUJARAT,278.6589
Dhansura,GUJARAT,200.7767
Malpur,GUJARAT,212.8574
Bayad,GUJARAT,207.6896
Ranpur,GUJARAT,34.7818
Barwala,GUJARAT,100.5029
Botad,GUJARAT,110.3406
Gadhada,GUJARAT,246.888
Halvad,GUJARAT,323.3511
Maliya,GUJARAT,0.0
Morvi,GUJARAT,0.0
Tankara,GUJARAT,0.0
Wankaner,GUJARAT,3.3512
Okhamandal,GUJARAT,5.9051
Khambhalia,GUJARAT,211.0413
Kalyanpur,GUJARAT,17.4342
Bhanvad,GUJARAT,147.9252
Talala,GUJARAT,155.6141
Patan-Veraval,GUJARAT,86.7771
Sutrapada,GUJARAT,46.864
Kodinar,GUJARAT,42.6365
Una,GUJARAT,160.2503
Virpur,GUJARAT,52.7407
Balasinor,GUJARAT,124.3902
Khanpur,GUJARAT,33.8668
Kadana,GUJARAT,28.067
Santrampur,GUJARAT,167.6511
Lunawada,GUJARAT,299.8257
Jetpur Pavi,GUJARAT,62.5331
Chhota Udaipur,GUJARAT,0.0
Kavant,GUJARAT,0.0
Nasvadi,GUJARAT,37.3576
Sankheda,GUJARAT,135.7758
Kalka,HARYANA,89.8071
Panchkula,HARYANA,302.7746
Naraingarh,HARYANA,220.8541
Ambala,HARYANA,467.6717
Barara,HARYANA,122.0375
Jagadhri,HARYANA,681.4143
Bilaspur,HARYANA,166.4803
Chhachhrauli,HARYANA,116.3021
Shahbad,HARYANA,3.0488
Pehowa,HARYANA,56.0131
Thanesar,HARYANA,15.4256
Guhla,HARYANA,274.7924
Kaithal,HARYANA,559.1961
Fatehpur Pundri,HARYANA,164.8071
Nilokheri,HARYANA,184.0888
Indri,HARYANA,174.9132
Karnal,HARYANA,503.9307
Assandh,HARYANA,128.7214
Gharaunda,HARYANA,207.3843
Panipat,HARYANA,338.4986
Israna,HARYANA,85.2614
Samalkha,HARYANA,141.5924
Gohana,HARYANA,417.5357
Ganaur,HARYANA,109.5945
Sonipat,HARYANA,602.4768
Kharkhoda,HARYANA,205.7181
Narwana,HARYANA,414.8409
Jind,HARYANA,506.7064
Julana,HARYANA,77.432
Safidon,HARYANA,199.009
Ratia,HARYANA,120.7904
Tohana,HARYANA,159.8554
Fatehabad,HARYANA,402.3968
Dabwali,HARYANA,209.8249
Sirsa,HARYANA,530.626
Rania,HARYANA,168.2089
Ellenabad,HARYANA,103.9177
Adampur,HARYANA,130.8744
Hisar,HARYANA,691.8973
Narnaund,HARYANA,86.4906
Hansi,HARYANA,361.2935
Bawani Khera,HARYANA,17.3146
Bhiwani,HARYANA,157.6615
Tosham,HARYANA,61.9256
Siwani,HARYANA,25.6058
Loharu,HARYANA,138.1601
Maham,HARYANA,18.6803
Rohtak,HARYANA,2.1474
Sampla,HARYANA,4.5751
Beri,HARYANA,85.443
Bahadurgarh,HARYANA,191.3921
Jhajjar,HARYANA,383.7565
Matenhail,HARYANA,150.5884
Mahendragarh,HARYANA,431.4113
Narnaul,HARYANA,576.3163
